,input,output
319,she retains her duties of human-resources director .,she retains
320,"founded by bike enthusiasts rather than businessmen , specialized spotted the appeal of fat-tired bikes that go almost anywhere and began mass-producing them in 1981 .",specialized spotted
321,"with 65 % of its sales coming from mountain bikes , specialized is widely considered to be a market leader .",specialized considered
322,"it currently costs $ 750 , though mr. sinyard thinks the price can be reduced within three years to between $ 200 and $ 250 .",it costs
323,"accessories not only sell faster than whole bikes , they also offer profit margins nearly double the 25 % to 30 % or so on sales of complete cycles .",they offer
324,"at giant bicycle inc. , rancho dominguez , calif. , sales have tripled since the company entered the u.s. mountain-bike business in 1987 .",sales tripled
325,emc manufactures data-storage systems for mainframes and minicomputers .,emc manufactures
326,he is a senior partner with the law firm of riordan & mckinzie and is a partner in riordan venture management .,he is
327,"he said he believes the bank loan , to be arranged by february , will supply about half of the financing .",he said
328,"but it showed strength throughout the session , hitting a low of only 2102.2 within the first few minutes of dealings .",it showed
329,"volume was only 256.6 million shares , breaking the previous 1989 low of 276.8 million shares recorded oct. 23 .",volume was
330,turnover was also down substantially from 840.8 million shares on friday .,turnover was
331,"dealers said the market was supported to some extent by a firmer pound , gains on wall street and shopping by market-makers to cover internal requirements for selected stocks in the 100-share index .",dealers said
332,"prices were up across the board , with most blue-chip stocks registering solid gains .",prices were
333,"though the market was stronger , dealers said fresh buying interest was sidelined ahead of a potential market-affecting debate in the house of commons set for tuesday .",dealers said
334,"it was the most active of the 100-share index at 8.3 million shares , 6.5 million of which were traded by midday .",it was
335,jaguar ended 22 higher at 747 .,jaguar ended
336,"glaxo was the biggest gainer , jumping 35 to # 13.78 ( $ 21.72 ) on anticipation of a stock split next week .",glaxo was
337,"in tokyo , stocks had a second-consecutive loss monday in quiet trading with the exception of concentrated buying in some incentive-backed issues .",stocks had
338,traders said turnover was particularly thin as investors waited for wall street to set the direction for the week .,traders said
339,"stocks closed higher in hong kong , manila , seoul , sydney , taipei and wellington , but were lower in singapore .",stocks closed
340,investors welcomed the move .,investors welcomed
341,"in addition , courtaulds said the moves are logical because they will allow both the chemicals and textile businesses to focus more closely on core activities .",courtaulds said
342,"though mr. packer has since sold his stake , courtaulds is moving to keep its institutional shareholders happy .",courtaulds moving
343,september was the 10th consecutive month in which steel exports failed to reach the year-earlier level .,september was
344,"during the first hour of trading yesterday , prices fell as much as 1/4 point , or down about $ 2.50 for each $ 1,000 face amount .",prices fell
345,traders said most municipal bonds ended 1/2 point higher .,traders said
346,rates are determined by the difference between the purchase price and face value .,rates determined
347,"although the notes held at a price of 92 to 93 immediately after the reset , they started falling soon afterward .",they started
348,this could mean diminished issuance of derivative mortgage issues during the next few weeks .,this mean
349,"the pacs appeal to insurance companies and other investors because they have higher yields than topgrade corporate bonds and carry the guarantee of freddie mac and fannie mae , quasi-federal agencies .",they have
350,that compared with 49 such transactions totaling $ 28.7 billion as year earlier .,that compared
351,it is also likely to bolster fears that the japanese will use their foothold in u.s. biotechnology concerns to gain certain trade and competitive advantages .,it is
352,chugai agreed then to fund certain associated research and development costs .,chugai agreed
353,he added that until now the japanese have only acquired equity positions in u.s. biotechnology companies .,he added
354,"chugai has been one of the most active japanese players in u.s. biotechnology companies ; it has an equity investment in genetics institute inc. , cambridge , mass. , and a joint-venture agreement with upjohn co. , kalamazoo , mich .",it has
355,"in 1988 , chugai had net income of $ 60 million on revenue of $ 991 million .",chugai had
356,genprobe had a net loss of $ 9.5 million on revenue of $ 5.8 million .,genprobe had
357,it was supposed to be a routine courtesy call .,it supposed
358,"and , despite its image as a technology superpower , japan has a lot of weaknesses .",japan has
359,"they believe technology is one of their best bets , and some soviet officials say moscow will even consider declassifying military know-how if the price is right .",they believe
360,japan is a major target for the soviets .,japan is
361,"it scared brokers , but most survived .",it scared
362,it took effect after seven years of bitter debate between the securities and exchange commission and traders and exchanges .,it took
363,institutions had become active market players in the early 1970s and sought exchange seats to handle their own trades .,institutions become
364,"but rather than write off home fitness equipment , she traded up : ms. igdaloff just paid about $ 900 for a fancier stationary bike , with a timer , dials showing average and maximum speeds and a comfortable seat that feels almost like a chair .",she traded
365,"this conjures up images of a nation full of trim , muscular folks , and suggests couch potatoes are out of season .",this conjures
366,"we did experience some difficulties with the initial lbo terms and , as your article made clear , successfully restructured our debt earlier this year , something those other retailers have yet to accomplish .",we experience
367,"they claim to have busted spirits , poltergeists and other spooks in hundreds of houses around the country .",they claim
368,"in a public opinion poll published in the october issue of parents magazine , a third of those queried said they believe that ghosts or spirits make themselves known to people .",they believe
369,she declines to show them .,she declines
370,but survivors earn more .,survivors earn
371,he says the department now has 75 openings and wants to hire 625 civil engineers over the next 15 months .,he says
372,but violation could bring substantial tax penalties to both employer and employees .,violation bring
373,executives universally believe workers should know their employer-sponsored benefits .,executives believe
374,students shun burger flipping for jobs tied to careers .,students shun
375,"despite valiant efforts by finance minister mailson ferreira da nobrega , inflation came to 36 % in september alone and is expected to top 1,000 % for the year .",inflation came
376,officials also say a national electricity shortage might not be far off .,officials say
377,"the 67-year-old mr. brizola has been vague about his intentions and often inflammatory in his rhetoric , but analysts say he probably would be pragmatic .",analysts say
378,but humana says its own facilities could serve its insured for less if they were properly equipped .,humana says
379,"humana contends that $ 8,000 represents an extreme case and that its regular charge for lithotripsy is $ 4,900 .",humana contends
380,it also saves money .,it saves
381,mitsui expects the antibiotic products to be exported to southeast asia and africa .,mitsui expects
382,it also hopes to enter the u.s. market .,it hopes
383,nrm suspended its common distribution in june 1988 and the distribution on its $ 2 cumulative convertible acquisition preferred units in september .,nrm suspended
384,"in following several other oil and gas partnerships that have made the conversion to a corporation in the last year , nrm also noted that tax advantages for partnerships have diminished under new tax laws and said it would save $ 2 million a year in administrative costs from the change .",nrm noted
385,"under the plan , nrm said holders of its common units will receive one share of new common stock in edisto resources corp. for every 14.97 common units owned .",nrm said
386,nrm said its $ 2.60 senior cumulative convertible preferred units will be converted into an equal number of shares of $ 2.60 senior cumulative convertible preferred stock of edisto .,nrm said
387,nrm said it expects unitholders to vote on the restructuring at a meeting dec. 15 .,nrm said
388,"but if reinvested dividends are excluded , investors put in only $ 340 million more than they pulled out for the month .",investors put
389,analysts say additional investors transferred their assets into money funds this month .,analysts say
390,he notes that most of the net sales drop stemmed from a three-day period following the friday the 13th plunge .,he notes
391,we keep wondering what mr. gates wanted to say .,we keep
392,letting officials express their own nuances can be educational .,officials express
393,it is in the western interest to see mr. gorbachev succeed .,it is
394,"even if the press is ready to seize and misinterpret , these are not very complicated thoughts .",these are
395,"seats are currently quoted at $ 151,000 , bid , and $ 162,000 , asked .",seats quoted
396,it would allow all defendants to introduce statistical evidence showing racially disproportionate application of the death penalty in the past .,it allow
397,and it would shift the burden to prosecutors to disprove that discrimination caused any statistical racial disparities .,it shift
398,"but if it survives , it could prompt other statutory changes , according to the mr. burr .",it prompt
399,he could rule as early as today on the motion seeking a temporary injunction against the dow jones offer .,he rule
400,he also contended that the plaintiffs failed to cite any legal authority that would justify such an injunction .,he contended
401,telerate provides information about financial markets through an electronic network .,telerate provides
402,nothing was going to hold up the long-delayed settlement of britton vs. thomasini .,nothing going
403,"lights flickered on and off ; plaster dropped from the ceiling , the walls still shook and an evacuation alarm blared outside .",lights flickered
404,edison said the acquired stores would be integrated into its current operations .,edison said
405,that amounts to more than $ 350 billion a year .,that amounts
406,"chrysler has also launched a $ 1 billion cost-cutting program that will cut about 2,300 white-collar workers from the payroll in the next few months .",chrysler launched
407,"sales were $ 597.8 million , up 2.4 % from the previous year .",sales were
408,"acadia would sell up to 10 % of the equity in the reorganized company to creditors and bondholders in exchange for the cash distribution , but creditors and bondholders would receive no discount for their shares .",acadia sell
409,he said he has not met with representatives from acadia .,he said
410,revco has $ 1.5 billion in claims outstanding .,revco has
411,declines came because of concern that demand for copper may slow down .,declines came
412,at the time merchants were asking for premiums of about five cents a pound .,merchants asking
413,japan normally depends heavily on the highland valley and cananea mines as well as the bougainville mine in papua new guinea .,japan depends
414,"outside the u.s. , he said , producer stocks at the end of august were 273,000 tons , down 3,000 tons from the end of july .",he said
415,"before becoming self-employed , or setting up a cooperative , workers must seek permission from the local soviet ( council ) .",workers seek
416,"permission is far from automatic : the soviets have the legal right to turn down applications and impose conditions , and they appear to be exercising these powers .",permission is
417,"but that changed following a resolution from the supreme soviet banning cooperatives from operating in some areas of the economy , and permitting activity in others only if the cooperatives are under contract to the state .",that changed
418,"most important , this would leave the party intact and its monopoly of political power largely undisturbed .",this leave
419,"in doing so , he neither rejected a socialist planned economy nor embraced the free market .",he rejected
420,it is the promise of economic returns that is supposed to make the corporatist model attractive to both the party and labor .,it is
421,"it is possible that , in perpetuating such myths , the ground is being laid for the arrest of opposition activists on the ground of terrorism .",it is
422,we think that the ratings revision is unfortunate but not unexpected .,we think
423,"quotron also provides trading and other systems , services for brokerage firms , and communications-network services .",quotron provides
424,"and oct. 24 , quotron said it will market the automated trading system of broker-dealer chapdelaine government securities inc .",quotron said
425,"this past summer , quotron sold its customer-service unit , employing 600 , to phoenix technologies inc. , a closely held computer-service firm in valley forge , pa .",quotron sold
426,abc had based its budget for baseball on a six-game series .,abc based
427,but interest instead decreased .,interest decreased
428,but interest waned as the day wore on and investors looked ahead to the release later this week of two important economic reports .,interest waned
429,but it also offers opportunities ; americans are well poised to supply the weapons .,it offers
430,"japan may be a tough market for outsiders to penetrate , and the u.s. is hopelessly behind japan in certain technologies .",outsiders penetrate
431,"but for now , at least , americans are far better at making pcs and the software that runs them .",americans are
432,"in the u.s. , pcs commonly perform many tasks and plug into a broad network .",pcs perform
433,others analyze the data .,others analyze
434,"to transmit charts to branch offices , they use a fax machine .",they use
435,"while tens of thousands of software packages using the ibm standard are available in the u.s. , they say only about 8,000 are written for nec .",they say
436,she adds that some technological advances trail those in the u.s. because the japanese still import basic operating systems from american companies .,she adds
437,it has won about 15 % of the retail pc market .,it won
438,"but it could also help american companies , which also are starting to try to open the market .",it help
439,"though no formal trade barriers exist , the japanese computer industry is difficult for outsiders to enter .",outsiders enter
440,"and because general retail centers such as computerland have little presence in japan , sales remain in the iron grip of established computer makers .",sales remain
441,critics also say american companies charge too much .,critics say
442,"earlier this year , it introduced a much more powerful kanji operating system and a kanji laser printer .",it introduced
443,timing is of the essence with ru-486 .,timing is
444,that is typically about a three-week window .,that is
445,"we do not know whether ru-486 will be as disastrous as some of the earlier fertility-control methods released to unblinking , uncritical cheers from educated people who should have known better .",we know
446,"that means that the u.s. trade deficit was running closer to $ 75 billion than to $ 95 billion in 1988 , and $ 55 billion ( annualized ) rather than $ 80 billion in the first quarter of 1989 .",that means
447,"it does not relieve the need for our market-opening efforts for both goods and services , but it does suggest that it is our exports of services , and not just borrowing , that is financing our imports of goods .",it relieve
448,"kidder so far this year has executed a monthly average of 37.8 million shares in index-arbitrage trading , and is second only to morgan stanley in overall program trading , which includes index arbitrage .",kidder executed
449,kidder has generally been sensitive to suggestions that ge makes decisions for its kidder unit .,ge makes
450,"but on oct. 6 , he had reason to celebrate .",he had
451,"he was sentenced to 500 hours of community service and restitution to the museum of $ 45,000 .",he sentenced
452,"valued at $ 1.3 million , it was part of a four-crate shipment .",it was
453,"he painted one himself in the style of john haberle and sold it as a 19th-century original to antique dealers in woodbridge , conn .",he painted
454,mazda makes the tracer for ford .,mazda makes
455,ford said owners should return the cars to dealers so the windshields can be removed and securely reinstalled .,ford said
456,"ford said the term on its warranty is already six years or 60,000 miles .",ford said
457,ford said the new offer will begin saturday and run indefinitely .,ford said
458,it recently reported assets of $ 2.4 billion and liabilities of $ 4 billion .,it reported
459,ltv filed for protection under chapter 11 in federal bankruptcy court in 1986 .,ltv filed
460,"in september 1987 , it ordered ltv to reassume liability and funding for the three original plans .",it ordered
461,"in dallas , ltv said that it was disappointed that the court agreed to hear the case because it believes the move will further delay its chapter 11 proceedings .",ltv said
462,"within two hours , viewers pledged over $ 400,000 , according to a red cross executive .",viewers pledged
463,nissan created its quake ad in a weekend .,nissan created
464,they chance alienating the customers they hope to woo by looking like opportunistic sharks .,they chance
465,it can be hoped that spanish prime minister felipe gonzalez will draw the right conclusion from his narrow election victory sunday .,it hoped
466,he should consider his victory a mandate to continue his growth-oriented economic reforms and not a demand that he move further left .,he consider
467,"if he follows the correct path , he may be able to look back on this election as the high-water mark of far-left opposition .",he follows
468,"unemployment still is officially recorded at 16.5 % , the highest rate in europe , although actual joblessness may be lower .",unemployment recorded
469,"he should do more to reduce tax rates on wealth and income , in recognition of the fact that those cuts yield higher , not lower , revenues .",he do
470,reserves traded among commercial banks for overnight use in amounts of $ 1 million or more .,reserves traded
471,we suspect daniel ortega knows the difference between a blunder and a strategy .,we suspect
472,cetus is currently trying to obtain federal regulatory clearance for u.s. distribution .,cetus trying
473,"but banks may prefer using a profile that targets selected transactions , rather than a blanket reporting requirement .",banks prefer
474,"banks now are required only to report cash deposits or withdrawals of $ 10,000 or more .",banks required
475,"profit-taking accounted for much of the slide in otc stock prices , according to david mills , senior vice president of boston company advisers .",profit-taking accounted
476,"he said many portfolio managers , whose year-end bonuses are tied to annual performance , are selling now rather than risk seeing their gains erode further .",he said
477,jaguar assumed its recently customary place on the otc most active list as its american depository receipts gained 1/4 to 11 7/8 on volume of 1.2 million shares and daimler-benz joined the list of companies interested in the british car maker .,jaguar assumed
478,daimler said it has had talks with jaguar about possible joint ventures .,daimler said
479,that is for the future .,that is
480,"scientists call the new class of genes tumor-suppressors , or simply anti-cancer genes .",scientists call
481,"to date , scientists have fingered two of these cancer-suppressors .",scientists fingered
482,they have about seven candidates .,they have
483,"researchers say the inactivation of tumor-suppressor genes , alone or in combination , appears crucial to the development of such scourges as cancer of the brain , the skin , kidney , prostate , and cervix .",researchers say
484,"he theorized that in the eye cancer , an infant inherited a damaged copy of a gene from one parent and a normal copy from the other .",he theorized
485,under a microscope he could actually see that a bit of chromosome 13 was missing .,he see
486,he assumed the missing piece contained a gene or genes whose loss had a critical role in setting off the cancer .,he assumed
487,"by analyzing cells extracted from eye tumors , they found defects in the second copy of chromosome 13 in the exact area as in the first copy of the chromosome .",they found
488,it was the first time anyone had showed that the loss of both copies of the same gene could lead to the eruption of a cancer .,it was
489,it was an audacious claim .,it was
490,"they began uncovering a confusing variety of genetic deletions , some existing only in benign polyps , others in malignant cells and many in both polyps and malignant cells .",they began
491,they focused on chromosome 17 .,they focused
492,"still , caution is advisable .",caution is
493,"he already has achieved vertical integration on a limited scale : quebecor can put a weekly newspaper on almost any quebec doorstep without using outside help , from chopping down the tree to making the newsprint to flinging it up onto the porch .",he achieved
494,"quebecor also publishes a second tabloid in montreal , the struggling 18-month-old montreal daily news ; dailies in quebec city and winnipeg , manitoba ; and dozens of weeklies covering most of quebec .",quebecor publishes
495,"after a recent merger , it is also the only province-wide distributor of magazines and newspapers in quebec .",it is
496,it will have 61 plants from coast to coast and $ 1.5 billion in annual sales .,it have
497,quebecor will own 57.5 % of the new subsidiary .,quebecor own
498,"last october , quebecor bought 23 canadian printing plants from bce inc. , a montreal telecommunications , manufacturing , energy and real estate company .",quebecor bought
499,but she said the state currently has 35 appointed judges who are over 70 .,she said
