,input,output
305,"among gold stocks , drexel battle mountain gold co. , newmont gold co. and freeport-mcmoran gold co likes .",drexel likes
306,crises larger and more dangerous to the quality of life than they were 10 years ago .,they were
307,"in my research , i a paper by joseph scotto of the national cancer institute and several colleagues an 11-year decrease in uv-b radiation at eight u.s. measurement sites reporting have found .",i found
308,"to me , this the validity of the rowland-molina theory and hence the whole chlorofluorocarbons replacement effort calls into question .",this calls
309,"i amazement that no one a more current and credible uv-b study was undertaking when expressed , i to get back to the agenda topic , which was , ironically , a schedule for rid of hcfcs , the so-called soft cfcs that are such an important part of the cfc substitution scenario getting was urged .",i urged
310,but this is almost an underground activity .,this is
311,"he is a mechanical engineer , not an atmospheric chemist .",he is
312,miniscribe that its financial results for the past three fiscal years to be restated because of the allegedly fraudulent accounting and marketing practices that revenues and net income inflated would have has said .,miniscribe said
313,he he the company $ 500 million in sales to have for this year expects said .,he said
314,others that at least four other disk-drive makers competitive one-inch drives will have early next year and that the industry already operates on very thin margins pointed out .,others pointed
315,he that he a recommendation to make within a few weeks on whether miniscribe its own lawsuits against former company officers and directors should file expects added .,he added
316,she her duties of human-resources director retains .,she retains
317,"they when return to their desks at 1 p.m. , they have pedaled 20 miles .",they pedaled
318,"founded by bike enthusiasts rather than businessmen , specialized the appeal of fat-tired bikes that go almost anywhere spotted and them mass-producing began in 1981 .",specialized spotted
319,"with 65 % of its sales coming from mountain bikes , specialized to be a market leader is widely considered .",specialized considered
320,"it $ 750 currently costs , though mr. sinyard the price can be reduced within three years to between $ 200 and $ 250 thinks .",it costs
321,"accessories not only sell faster than whole bikes , they profit margins nearly double the 25 % to 30 % or so on sales of complete cycles also offer .",they offer
322,emc data-storage systems for mainframes and minicomputers manufactures .,emc manufactures
323,he is a senior partner with the law firm of riordan & mckinzie and is a partner in riordan venture management .,he is
324,"he he the bank loan , to be arranged by february , about half of the financing will supply believes said .",he said
325,"but it strength showed throughout the session , a low of only 2102.2 hitting within the first few minutes of dealings .",it showed
326,"volume was only 256.6 million shares , the previous 1989 low of 276.8 million shares recorded oct. 23 breaking .",volume was
327,turnover was also down substantially from 840.8 million shares on friday .,turnover was
328,"dealers the market was supported to some extent by a firmer pound , gains on wall street and shopping by market-makers internal requirements for selected stocks in the 100-share index to cover said .",dealers said
329,"prices were up across the board , with most blue-chip stocks solid gains registering .",prices were
330,"though the market was stronger , dealers fresh buying interest was sidelined ahead of a potential market-affecting debate in the house of commons set for tuesday said .",dealers said
331,"it was the most active of the 100-share index at 8.3 million shares , 6.5 million of which were traded by midday .",it was
332,jaguar ended 22 higher at 747 .,jaguar ended
333,"dealers fresh buying was drawn into jaguar after a senior executive of daimler-benz , the auto maker , a british television interviewer that the west german company talks with the luxury auto maker over possible joint ventures held told during the weekend said .",dealers said
334,"glaxo was the biggest gainer , 35 jumping to # 13.78 ( $ 21.72 ) on anticipation of a stock split next week .",glaxo was
335,"in tokyo , stocks a second-consecutive loss had monday in quiet trading with the exception of concentrated buying in some incentive-backed issues .",stocks had
336,"stocks closed higher in hong kong , manila , seoul , sydney , taipei and wellington , but were lower in singapore .",stocks closed
337,investors the move welcomed .,investors welcomed
338,"in addition , courtaulds the moves are logical because they both the chemicals and textile businesses to focus more closely on core activities will allow said .",courtaulds said
339,"though mr. packer his stake has since sold , courtaulds its institutional shareholders happy to keep is moving .",courtaulds moving
340,september was the 10th consecutive month in which steel exports the year-earlier level to reach failed .,september was
341,"during the first hour of trading yesterday , prices fell as much as 1/4 point , or down about $ 2.50 for each $ 1,000 face amount .",prices fell
342,traders most municipal bonds ended 1/2 point higher said .,traders said
343,rates are determined by the difference between the purchase price and face value .,rates determined
344,"although the notes held at a price of 92 to 93 immediately after the reset , they falling soon afterward started .",they started
345,this diminished issuance of derivative mortgage issues during the next few weeks could mean .,this mean
346,"the pacs appeal to insurance companies and other investors because they higher yields than topgrade corporate bonds have and the guarantee of freddie mac and fannie mae , quasi-federal agencies carry .",they have
347,that compared with 49 such transactions $ 28.7 billion totaling as year earlier .,that compared
348,"in new york stock exchange composite trading , rymer closed down 12.5 cents yesterday at $ 10.875 , .",rymer closed
349,it is also likely fears that the japanese their foothold in u.s. biotechnology concerns will use certain trade and competitive advantages to gain to bolster .,it is
350,chugai certain associated research and development costs to fund agreed then .,chugai agreed
351,"chugai has been one of the most active japanese players in u.s. biotechnology companies ; it an equity investment in genetics institute inc. , cambridge , mass. , and a joint-venture agreement with upjohn co. , kalamazoo , mich has .",it has
352,"in 1988 , chugai net income of $ 60 million had on revenue of $ 991 million .",chugai had
353,genprobe a net loss of $ 9.5 million had on revenue of $ 5.8 million .,genprobe had
354,it to be a routine courtesy call was supposed .,it supposed
355,"and , despite its image as a technology superpower , japan a lot of weaknesses has .",japan has
356,they where lag behind the japanese is in the scientific inventiveness turning into improved production .,they lag
357,"they technology is one of their best bets believe , and some soviet officials moscow military know-how declassifying will even consider if the price is right say .",they believe
358,japan is a major target for the soviets .,japan is
359,it effect took after seven years of bitter debate between the securities and exchange commission and traders and exchanges .,it took
360,institutions active market players had become in the early 1970s and exchange seats sought their own trades to handle .,institutions become
361,"for warner , , it a second young partner with a finger on the pulse of the hottest trends in the music business meanwhile gives the company .",it gives
362,"but rather than home fitness equipment write off , she traded up : ms. igdaloff about $ 900 just paid for a fancier stationary bike , with a timer , dials average and maximum speeds showing and a comfortable seat that feels almost like a chair .",she traded
363,"this images of a nation full of trim , muscular folks conjures up , and couch potatoes are out of season suggests .",this conjures
364,he the lanes hit three years ago on the advice of his doctor .,he hit
365,"we some difficulties with the initial lbo terms did experience and , as your article clear made , our debt successfully restructured earlier this year , something those other retailers to accomplish have yet .",we experience
366,"in a public opinion poll published in the october issue of parents magazine , a third of those queried they that ghosts or spirits themselves known to people make believe said .",they believe
367,"i attend , and a television crew from new york city so does .",i attend
368,she them to show declines .,she declines
369,it richer commissions now offers a broker a week to lure .,it offers
370,he the department 75 openings now has and 625 civil engineers to hire over the next 15 months wants says .,he says
371,students burger flipping shun for jobs tied to careers .,students shun
372,"if brazil an economic strategy it growth and service debt to resume allowing devises , this it its sheltered economy to open up and deregulate could lead , analysts say , as argentinian president carlos saul menem just has been doing though he even was elected on a populist platform .",this lead
373,"despite valiant efforts by finance minister mailson ferreira da nobrega , inflation came to 36 % in september alone and 1,000 % to top for the year is expected .",inflation came
374,"that hyperinflation might have been considered not long ago , but argentina price increases of almost 200 % endured in july before the rate bringing down sharply in august and september .",that considered
375,"analysts that a tough economic program to be accompanied by measures the poor to shield from its recessionary effects , for instance by staple food items subsidizing would have say however , , .",analysts say
376,but humana its own facilities its insured could serve for less if they were properly equipped says .,humana says
377,"catherine bobar when spent recently several weeks at the medical center of vermont with a bone infection in her toe , she a room shared just like most patients .",she shared
378,it money also saves .,it saves
379,mitsui the antibiotic products to be exported to southeast asia and africa expects .,mitsui expects
380,nrm its common distribution suspended in june 1988 and the distribution on its $ 2 cumulative convertible acquisition preferred units in september .,nrm suspended
381,"in several other oil and gas partnerships that the conversion to a corporation have made in the last year following , nrm that tax advantages for partnerships have diminished under new tax laws also noted and it $ 2 million a year in administrative costs would save from the change said .",nrm noted
382,"under the plan , nrm holders of its common units one share of new common stock in edisto resources corp. will receive for every 14.97 common units owned said .",nrm said
383,currently edisto is the general partner of nrm .,edisto is
384,"as part of the transaction , edisto a seat on its board to give mesa , an amarillo , texas , oil and gas partnership managed by t. boone pickens jr. , agreed .",edisto agreed
385,nrm its $ 2.60 senior cumulative convertible preferred units will be converted into an equal number of shares of $ 2.60 senior cumulative convertible preferred stock of edisto said .,nrm said
386,"investors pulled back too from bond funds in september , .",investors pulled
387,analysts additional investors their assets transferred into money funds this month say .,analysts say
388,he that most of the net sales drop stemmed from a three-day period following the friday the 13th plunge notes .,he notes
389,"they can be relieved by that system only changing , by western money not pouring into it .",they relieved
390,officials their own nuances express letting can be educational .,officials express
391,it is in the western interest mr. gorbachev succeed to see .,it is
392,"seats are currently quoted at $ 151,000 , bid , and $ 162,000 , asked .",seats quoted
393,it all defendants statistical evidence racially disproportionate application of the death penalty in the past showing to introduce would allow .,it allow
394,and it the burden would shift to prosecutors that discrimination any statistical racial disparities caused to disprove .,it shift
395,"but if it survives , it other statutory changes could prompt , according to the mr. burr .",it prompt
396,the penalty narrowing in this fashion it whatever deterrent effect now has would clearly reduce .,it has
397,"and , in turn , that the argument of those who execution under any circumstances oppose would only strengthen .",that strengthen
398,he could rule as early as today on the motion a temporary injunction against the dow jones offer seeking .,he rule
399,"with the exception of august , exports 2.1 % when rose , exports have declined every month from year-earlier levels since march .",exports declined
400,nothing the long-delayed settlement of britton vs. thomasini to hold up was going .,nothing going
401,"lights flickered on and off ; plaster dropped from the ceiling , the walls still shook and an evacuation alarm blared outside .",lights flickered
402,that amounts to more than $ 350 billion a year .,that amounts
403,chrysler the st. louis and toledo plants to temporarily close has had recently because of excess inventories of vehicles built there .,chrysler had
404,"chrysler the kenosha , wis. , plant it acquired it american motors corp. when bought in 1987 already has closed .",chrysler closed
405,"chrysler a $ 1 billion cost-cutting program that about 2,300 white-collar workers will cut from the payroll in the next few months has also launched .",chrysler launched
406,"sales were $ 597.8 million , up 2.4 % from the previous year .",sales were
407,revco $ 1.5 billion in claims outstanding has .,revco has
408,declines came because of concern that demand for copper may slow down .,declines came
409,at the time merchants were asking for premiums of about five cents a pound .,merchants asking
410,"prices which added to the selling fell through levels regarded as important support areas , .",prices fell
411,japan normally depends heavily on the highland valley and cananea mines as well as the bougainville mine in papua new guinea .,japan depends
412,"outside the u.s. , he said , producer stocks at the end of august were 273,000 tons , down 3,000 tons from the end of july .",he said
413,"before self-employed becoming , or a cooperative setting up , workers permission from the local soviet ( council ) must seek .",workers seek
414,"permission is far from automatic : the soviets the legal right applications to turn down and conditions impose have , and they these powers to be exercising appear .",permission is
415,"most important , this the party intact and its monopoly of political power largely undisturbed would leave .",this leave
416,"in doing so , he a socialist planned economy neither rejected nor the free market embraced .",he rejected
417,"at the same time , he sufficient freedom the economic benefits so desperately needed to provide must give it .",he give
418,it is the promise of economic returns that the corporatist model attractive to both the party and labor to make is supposed .,it is
419,"within the alliance it guarding against excessive control by government or abuse of its economic position by business to act as a balancing force , is supposed , for either could result in a deterioration of its living standards ( under the new resolutions , workers councils that a cooperative be closed or its prices be reduced may demand ) .",it supposed
420,we that the ratings revision is unfortunate but not unexpected think .,we think
421,"and oct. 24 , quotron it the automated trading system of broker-dealer chapdelaine government securities inc will market said .",quotron said
422,"this past summer , quotron its customer-service unit , 600 employing , sold to phoenix technologies inc. , a closely held computer-service firm in valley forge , pa .",quotron sold
423,"the contest a full seven games had gone , abc an extra $ 10 million in ad sales could have reaped on the seventh game alone , compared with the ad take it would have received for regular prime-time shows .",abc reaped
424,abc its budget for baseball had based on a six-game series .,abc based
425,but interest instead decreased .,interest decreased
426,but it opportunities also offers ; americans the weapons to supply are well poised .,it offers
427,"japan may be a tough market for outsiders to penetrate , and the u.s. is hopelessly behind japan in certain technologies .",outsiders penetrate
428,"but for now , at least , americans are far better at pcs and the software that them runs making .",americans are
429,"in the u.s. , pcs many tasks commonly perform and plug into a broad network .",pcs perform
430,others the data analyze .,others analyze
431,"information to transfer from one to the other , employees printouts make and the data enter manually .",employees make
432,"charts to transmit to branch offices , they a fax machine use .",they use
433,"but , ibm its basic design early on offered to anybody it to copy wanting .",ibm offered
434,she that some technological advances those in the u.s. trail because the japanese basic operating systems still import from american companies adds .,she adds
435,"but it american companies , which the market to open to try also are starting could also help .",it help
436,"though no formal trade barriers exist , the japanese computer industry is difficult for outsiders to enter .",outsiders enter
437,"and because general retail centers such as computerland little presence have in japan , sales remain in the iron grip of established computer makers .",sales remain
438,they little effort long made here .,they made
439,critics american companies too much charge also say .,critics say
440,"earlier this year , it a much more powerful kanji operating system and a kanji laser printer introduced .",it introduced
441,"this is not only because it kills the unborn , a job at which actually it is not outstandingly efficient , only 50 % to 85 % of them zapping depending on you which study read ( , taken in conjunction with the pill , prostaglandin the rate boosts to 95 % ) .",this is
442,timing is of the essence with ru-486 .,timing is
443,ru-486 is being administered only in france under strict supervision in the presence of a doctor .,ru-486 administered
444,"it the government which feminists dismayed at what they view as pusillanimity in the private-sector drug industry would please also could put into the ru-486 business , .",it put
445,"in stock-index arbitrage , traders large amounts of stocks with offsetting trades in stock-index futures and options buy and sell .",traders buy
446,"kidder a monthly average of 37.8 million shares in index-arbitrage trading so far this year has executed , and is second only to morgan stanley in overall program trading , which index arbitrage includes .",kidder executed
447,kidder has generally been sensitive to suggestions that ge decisions makes for its kidder unit .,ge makes
448,"but on oct. 6 , he reason to celebrate had .",he had
449,"he was sentenced to 500 hours of community service and restitution to the museum of $ 45,000 .",he sentenced
450,"it was reported stolen en route to washington , d.c. , in transit in february .",it reported
451,they the art then took to acapulco and some of it to trade for cocaine began .,they took
452,"he one painted himself in the style of john haberle and it sold as a 19th-century original to antique dealers in woodbridge , conn .",he painted
453,ford said owners the cars should return to dealers so the windshields can be removed and securely reinstalled .,ford said
454,it it the option of financing as low as 6.9 % on 24-month loans will also offer buyers said .,it said
455,"ford on 1989-model broncos , which a $ 750 cash discount previously carried the low financing rate option also offered .",ford offered
456,ford the new offer will begin saturday and run indefinitely said .,ford said
457,"in september 1987 , it ltv liability and funding for the three original plans to reassume ordered .",it ordered
458,"ltv the order challenged , and in june 1988 a federal district court in new york that the agency ltv responsibility for the plans to reassume improperly ordered ruled .",ltv challenged
459,"in dallas , ltv that it that the court the case to hear agreed was disappointed because it the move its chapter 11 proceedings will further delay believes said .",ltv said
460,"within two hours , viewers over $ 400,000 pledged , according to a red cross executive .",viewers pledged
461,they another crop of instant commercials trotted out a few weeks ago after the sudden market dip .,they trotted
462,nissan its quake ad created in a weekend .,nissan created
463,it that spanish prime minister felipe gonzalez the right conclusion will draw from his narrow election victory sunday can be hoped .,it hoped
464,"if he the correct path follows , he may be able to look back on this election as the high-water mark of far-left opposition .",he follows
465,it could point to plenty of ailments the spanish economic rejuvenation that to cure so far has failed .,it point
466,"unemployment still is officially recorded at 16.5 % , the highest rate in europe , although actual joblessness may be lower .",unemployment recorded
467,he did not go as far as he could have in tax reductions ; he them indeed combined with increases in indirect taxes .,he go
468,"he more should do tax rates on wealth and income to reduce , in recognition of the fact that those cuts higher , not lower , revenues yield .",he do
469,"liberals are the faction that a chance give peace says , ; they mr. ortega a break should give them now are saying , lest the conservatives them to vote for bullets instead of bandages ask .",liberals are
470,cetus federal regulatory clearance for u.s. distribution to obtain is currently trying .,cetus trying
471,"banks cash deposits or withdrawals of $ 10,000 or more to report now are required only .",banks required
472,officials this a gaping loophole illegal drug businesses that are exploiting has left believe .,officials believe
473,authorities that in the u.s. revenues from illegal drugs about $ 110 billion total annually estimate .,authorities estimate
474,"profit-taking accounted for much of the slide in otc stock prices , according to david mills , senior vice president of boston company advisers .",profit-taking accounted
475,jaguar its recently customary place on the otc most active list assumed as its american depository receipts 1/4 gained to 11 7/8 on volume of 1.2 million shares and daimler-benz the list of companies interested in the british car maker joined .,jaguar assumed
476,daimler it talks with jaguar about possible joint ventures has had said .,daimler said
477,that is for the future .,that is
478,"scientists the new class of genes tumor-suppressors , or simply anti-cancer genes call .",scientists call
479,"because of the isolation of the retinoblastoma tumor-suppressor gene , it possible the quinlan baby what threat faced to find out became last january .",it became
480,"to date , scientists two of these cancer-suppressors have fingered .",scientists fingered
481,"researchers the inactivation of tumor-suppressor genes , alone or in combination , crucial to the development of such scourges as cancer of the brain , the skin , kidney , prostate , and cervix appears say .",researchers say
482,under a microscope he that a bit of chromosome 13 was missing could actually see .,he see
483,he the missing piece a gene or genes whose loss a critical role in the cancer setting off had contained assumed .,he assumed
484,"by cells extracted from eye tumors analyzing , they defects in the second copy of chromosome 13 found in the exact area as in the first copy of the chromosome .",they found
485,it was the first time anyone that the loss of both copies of the same gene could lead to the eruption of a cancer had showed .,it was
486,it was an audacious claim .,it was
487,"they a confusing variety of genetic deletions , some existing only in benign polyps , others in malignant cells and many in both polyps and malignant cells uncovering began .",they began
488,it was clear that more than one gene to be damaged had for colon cancer to develop .,it was
489,they focused on chromosome 17 .,they focused
490,"evidence that the p53 suppressor gene is involved too in other cancers , now is emerging .",evidence emerging
491,"these discoveries where will lead , scientists can only speculate .",scientists speculate
492,"he vertical integration already has achieved on a limited scale : quebecor a weekly newspaper can put on almost any quebec doorstep without outside help using , from the tree chopping down the newsprint to making it to flinging up onto the porch .",he achieved
493,"quebecor a second tabloid in montreal , the struggling 18-month-old montreal daily news ; dailies in quebec city and winnipeg , manitoba ; and dozens of weeklies most of quebec covering also publishes .",quebecor publishes
494,it 61 plants from coast to coast and $ 1.5 billion in annual sales will have .,it have
495,quebecor 57.5 % of the new subsidiary will own .,quebecor own
496,"last october , quebecor 23 canadian printing plants bought from bce inc. , a montreal telecommunications , manufacturing , energy and real estate company .",quebecor bought
497,but she the state 35 appointed judges who are over 70 currently has said .,she said
498,he the strike-force lawyers will work more efficiently under the supervision of u.s. attorneys says .,he says
499,"mr. thornburgh will be free the strike forces to disband after congress a $ 479 million appropriation for federal law-enforcement and drug-interdiction agencies approves , according to david runkel , a justice department spokesman .",congress approves
