,input,output
305,crises larger and more dangerous to the quality of life than they were 10 years ago .,they were
306,"in my research , a paper by joseph scotto of the national cancer institute and several colleagues an 11-year decrease in uv-b radiation at eight u.s. measurement sites reporting i have found .",i found
307,"to me , the validity of the rowland-molina theory and hence the whole chlorofluorocarbons replacement effort this calls into question .",this calls
308,"amazement that a more current and credible uv-b study no one was undertaking i when expressed , to get back to the agenda topic , which was , ironically , a schedule for rid of hcfcs , the so-called soft cfcs that are such an important part of the cfc substitution scenario getting i was urged .",i urged
309,but this is almost an underground activity .,this is
310,that such measurements are a vital part of any intellectually honest evaluation of the threat posed by cfcs it seems to me .,it seems
311,"an unprecedented level of cooperation and communication among industry , policy makers and the scientific community world-wide the global environmental problems all we face solving will require .",we face
312,the company $ 500 million in sales to have for this year he expects he said .,he said
313,"although it is not the first company the thinner drives , which information store in personal computers to produce , it is the first with an 80-megabyte drive miniscribe says ; a 120-megabyte drive to introduce next year the company plans .",miniscribe says
314,that a recommendation to make within a few weeks on whether its own lawsuits against former company officers and directors miniscribe should file he expects he added .,he added
315,her duties of human-resources director she retains .,she retains
316,"they when return to their desks at 1 p.m. , they have pedaled 20 miles .",they pedaled
317,"founded by bike enthusiasts rather than businessmen , the appeal of fat-tired bikes that go almost anywhere specialized spotted and them mass-producing began in 1981 .",specialized spotted
318,"with 65 % of its sales coming from mountain bikes , to be a market leader specialized is widely considered .",specialized considered
319,"at the same time , , more structured its growth to better manage it though must become .",it become
320,"accessories not only sell faster than whole bikes , profit margins nearly double the 25 % to 30 % or so on sales of complete cycles they also offer .",they offer
321,"at giant bicycle inc. , rancho dominguez , calif. , sales have tripled since the u.s. mountain-bike business the company entered in 1987 .",sales tripled
322,he is a senior partner with the law firm of riordan & mckinzie and is a partner in riordan venture management .,he is
323,"about half of the financing the bank loan , to be arranged by february , will supply he believes he said .",he said
324,"but strength it showed throughout the session , a low of only 2102.2 hitting within the first few minutes of dealings .",it showed
325,"volume was only 256.6 million shares , the previous 1989 low of 276.8 million shares recorded oct. 23 breaking .",volume was
326,turnover was also down substantially from 840.8 million shares on friday .,turnover was
327,"the market was supported to some extent by a firmer pound , gains on wall street and shopping by market-makers internal requirements for selected stocks in the 100-share index to cover dealers said .",dealers said
328,"prices were up across the board , with solid gains most blue-chip stocks registering .",prices were
329,"though the market was stronger , fresh buying interest was sidelined ahead of a potential market-affecting debate in the house of commons set for tuesday dealers said .",dealers said
330,"it was the most active of the 100-share index at 8.3 million shares , 6.5 million of which were traded by midday .",it was
331,jaguar ended 22 higher at 747 .,jaguar ended
332,"fresh buying was drawn into jaguar after a british television interviewer that talks with the luxury auto maker over possible joint ventures the west german company held a senior executive of daimler-benz , the auto maker , told during the weekend dealers said .",dealers said
333,"glaxo was the biggest gainer , 35 jumping to # 13.78 ( $ 21.72 ) on anticipation of a stock split next week .",glaxo was
334,"in tokyo , a second-consecutive loss stocks had monday in quiet trading with the exception of concentrated buying in some incentive-backed issues .",stocks had
335,turnover was particularly thin as investors waited for the direction for the week wall street to set traders said .,traders said
336,the move investors welcomed .,investors welcomed
337,"in addition , the moves are logical because both the chemicals and textile businesses to focus more closely on core activities they will allow courtaulds said .",courtaulds said
338,"though his stake mr. packer has since sold , its institutional shareholders happy to keep courtaulds is moving .",courtaulds moving
339,september was the 10th consecutive month in which the year-earlier level to reach steel exports failed .,september was
340,"during the first hour of trading yesterday , prices fell as much as 1/4 point , or down about $ 2.50 for each $ 1,000 face amount .",prices fell
341,most municipal bonds ended 1/2 point higher traders said .,traders said
342,rates are determined by the difference between the purchase price and face value .,rates determined
343,"although the notes held at a price of 92 to 93 immediately after the reset , falling soon afterward they started .",they started
344,diminished issuance of derivative mortgage issues during the next few weeks this could mean .,this mean
345,"the pacs appeal to insurance companies and other investors because higher yields than topgrade corporate bonds they have and the guarantee of freddie mac and fannie mae , quasi-federal agencies carry .",they have
346,that compared with 49 such transactions $ 28.7 billion totaling as year earlier .,that compared
347,"in new york stock exchange composite trading , rymer closed down 12.5 cents yesterday at $ 10.875 , .",rymer closed
348,it is also likely fears that their foothold in u.s. biotechnology concerns the japanese will use certain trade and competitive advantages to gain to bolster .,it is
349,certain associated research and development costs to fund chugai agreed then .,chugai agreed
350,that until now equity positions in u.s. biotechnology companies the japanese have only acquired he added .,he added
351,"in 1988 , net income of $ 60 million chugai had on revenue of $ 991 million .",chugai had
352,a net loss of $ 9.5 million genprobe had on revenue of $ 5.8 million .,genprobe had
353,to be a routine courtesy call it was supposed .,it supposed
354,"and , despite its image as a technology superpower , a lot of weaknesses japan has .",japan has
355,they where lag behind the japanese is in the scientific inventiveness turning into improved production .,they lag
356,"technology is one of their best bets they believe , and military know-how declassifying moscow will even consider if the price is right some soviet officials say .",they believe
357,japan is a major target for the soviets .,japan is
358,"brokers it scared , but most survived .",it scared
359,active market players institutions had become in the early 1970s and exchange seats sought their own trades to handle .,institutions become
360,"for warner , , a second young partner with a finger on the pulse of the hottest trends in the music business it meanwhile gives the company .",it gives
361,"but rather than home fitness equipment write off , she traded up : about $ 900 ms. igdaloff just paid for a fancier stationary bike , with a timer , dials average and maximum speeds showing and a comfortable seat that feels almost like a chair .",she traded
362,"images of a nation full of trim , muscular folks this conjures up , and couch potatoes are out of season suggests .",this conjures
363,but they at least show up .,they show
364,"some difficulties with the initial lbo terms we did experience and , as clear your article made , our debt successfully restructured earlier this year , something to accomplish those other retailers have yet .",we experience
365,"it when comes ghosts to busting , the monroe , conn. , couple are perfect demons .",it comes
366,"the weather when cools , mr. baker says , hobos often hole up in abandoned houses .",hobos hole
367,them to show she declines .,she declines
368,but more survivors earn .,survivors earn
369,75 openings the department now has and 625 civil engineers to hire over the next 15 months wants he says .,he says
370,but substantial tax penalties violation could bring to both employer and employees .,violation bring
371,"if an economic strategy it growth and service debt to resume allowing brazil devises , it its sheltered economy to open up and deregulate this could lead , analysts say , as argentinian president carlos saul menem just has been doing though he even was elected on a populist platform .",this lead
372,"despite valiant efforts by finance minister mailson ferreira da nobrega , inflation came to 36 % in september alone and 1,000 % to top for the year is expected .",inflation came
373,"hyperinflation that might have been considered not long ago , but price increases of almost 200 % argentina endured in july before the rate bringing down sharply in august and september .",that considered
374,a national electricity shortage might not be far off officials also say .,officials say
375,"the 67-year-old mr. brizola has been vague about his intentions and often inflammatory in his rhetoric , but he probably would be pragmatic analysts say .",analysts say
376,"that an extreme case $ 8,000 represents and that its regular charge for lithotripsy is $ 4,900 humana contends .",humana contends
377,money it also saves .,it saves
378,the antibiotic products to be exported to southeast asia and africa mitsui expects .,mitsui expects
379,the u.s. market to enter it also hopes .,it hopes
380,"in several other oil and gas partnerships that the conversion to a corporation have made in the last year following , that tax advantages for partnerships have diminished under new tax laws nrm also noted and $ 2 million a year in administrative costs it would save from the change said .",nrm noted
381,"under the plan , one share of new common stock in edisto resources corp. holders of its common units will receive for every 14.97 common units owned nrm said .",nrm said
382,currently edisto is the general partner of nrm .,edisto is
383,"as part of the transaction , a seat on its board to give mesa , an amarillo , texas , oil and gas partnership managed by t. boone pickens jr. , edisto agreed .",edisto agreed
384,its $ 2.60 senior cumulative convertible preferred units will be converted into an equal number of shares of $ 2.60 senior cumulative convertible preferred stock of edisto nrm said .,nrm said
385,unitholders to vote on the restructuring at a meeting dec. 15 it expects nrm said .,nrm said
386,their assets additional investors transferred into money funds this month analysts say .,analysts say
387,that most of the net sales drop stemmed from a three-day period following the friday the 13th plunge he notes .,he notes
388,what to say mr. gates wanted wondering we keep .,we keep
389,their own nuances officials express letting can be educational .,officials express
390,it is in the western interest mr. gorbachev succeed to see .,it is
391,"even if the press is ready to seize and misinterpret , these are not very complicated thoughts .",these are
392,all defendants statistical evidence racially disproportionate application of the death penalty in the past showing to introduce it would allow .,it allow
393,and the burden it would shift to prosecutors that any statistical racial disparities discrimination caused to disprove .,it shift
394,"but if it survives , other statutory changes it could prompt , according to the mr. burr .",it prompt
395,whatever deterrent effect it now has the penalty narrowing in this fashion would clearly reduce .,it has
396,"and , in turn , the argument of those who execution under any circumstances oppose that would only strengthen .",that strengthen
397,he could rule as early as today on the motion a temporary injunction against the dow jones offer seeking .,he rule
398,that any legal authority that such an injunction would justify to cite the plaintiffs failed he also contended .,he contended
399,the long-delayed settlement of britton vs. thomasini to hold up nothing was going .,nothing going
400,"lights flickered on and off ; plaster dropped from the ceiling , the walls still shook and an evacuation alarm blared outside .",lights flickered
401,the acquired stores would be integrated into its current operations edison said .,edison said
402,the st. louis and toledo plants to temporarily close chrysler has had recently because of excess inventories of vehicles built there .,chrysler had
403,"the kenosha , wis. , plant it acquired american motors corp. it when bought in 1987 chrysler already has closed .",chrysler closed
404,"a $ 1 billion cost-cutting program that about 2,300 white-collar workers will cut from the payroll in the next few months chrysler has also launched .",chrysler launched
405,"$ 260 million of new debt the plan would add to the highly leveraged company saying revco reacted cautiously , .",revco reacted
406,"up to 10 % of the equity in the reorganized company acadia would sell to creditors and bondholders in exchange for the cash distribution , but no discount creditors and bondholders would receive for their shares .",acadia sell
407,declines came because of concern that demand for copper may slow down .,declines came
408,at the time merchants were asking for premiums of about five cents a pound .,merchants asking
409,"which added to the selling prices fell through levels regarded as important support areas , .",prices fell
410,japan normally depends heavily on the highland valley and cananea mines as well as the bougainville mine in papua new guinea .,japan depends
411,"outside the u.s. , he said , producer stocks at the end of august were 273,000 tons , down 3,000 tons from the end of july .",he said
412,"according to one analyst , prices opened higher because of reports over the weekend that , at the pan-american summit meeting in costa rica , brazil and colombia had agreed to a reduction in their coffee export quotas for the sake of a new agreement creating .",prices opened
413,"permission is far from automatic : the legal right applications to turn down and conditions impose the soviets have , and these powers to be exercising they appear .",permission is
414,"but that changed following a resolution from the supreme soviet cooperatives banning from operating in some areas of the economy , and activity permitting in others only if the cooperatives are under contract to the state .",that changed
415,"in doing so , a socialist planned economy he neither rejected nor the free market embraced .",he rejected
416,"at the same time , sufficient freedom the economic benefits so desperately needed to provide he must give it .",he give
417,it is the promise of economic returns that the corporatist model attractive to both the party and labor to make is supposed .,it is
418,"within the alliance guarding against excessive control by government or abuse of its economic position by business to act as a balancing force , it is supposed , for either could result in a deterioration of its living standards ( under the new resolutions , that a cooperative be closed or its prices be reduced workers councils may demand ) .",it supposed
419,"it is possible that , in such myths perpetuating , the ground is being laid for the arrest of opposition activists on the ground of terrorism .",it is
420,"trading and other systems , services for brokerage firms , and communications-network services quotron also provides .",quotron provides
421,"this past summer , its customer-service unit , 600 employing , quotron sold to phoenix technologies inc. , a closely held computer-service firm in valley forge , pa .",quotron sold
422,"a full seven games the contest had gone , an extra $ 10 million in ad sales abc could have reaped on the seventh game alone , compared with the ad take it would have received for regular prime-time shows .",abc reaped
423,its budget for baseball abc had based on a six-game series .,abc based
424,but interest instead decreased .,interest decreased
425,but interest waned as the day wore on and investors looked ahead to the release later this week of two important economic reports .,interest waned
426,"japan may be a tough market for outsiders to penetrate , and the u.s. is hopelessly behind japan in certain technologies .",outsiders penetrate
427,"but for now , at least , americans are far better at pcs and the software that them runs making .",americans are
428,"in the u.s. , many tasks pcs commonly perform and plug into a broad network .",pcs perform
429,the data others analyze .,others analyze
430,"information to transfer from one to the other , printouts employees make and the data enter manually .",employees make
431,"charts to transmit to branch offices , a fax machine they use .",they use
432,"but , its basic design ibm early on offered to anybody it to copy wanting .",ibm offered
433,"while tens of thousands of software packages the ibm standard using are available in the u.s. , only about 8,000 are written for nec they say .",they say
434,about 15 % of the retail pc market it has won .,it won
435,"though no formal trade barriers exist , the japanese computer industry is difficult for outsiders to enter .",outsiders enter
436,"and because little presence general retail centers such as computerland have in japan , sales remain in the iron grip of established computer makers .",sales remain
437,little effort they long made here .,they made
438,too much american companies charge critics also say .,critics say
439,"earlier this year , a much more powerful kanji operating system and a kanji laser printer it introduced .",it introduced
440,just last year its first machine that could run in both japanese and english and that compatibility with its american products substantially enhances selling ibm started .,ibm started
441,timing is of the essence with ru-486 .,timing is
442,"it is most effective taken about a week her menstrual period a woman after misses up through the seventh week of pregnancy , when it is markedly less effective .",it is
443,( sure none slips into the black market to make every pill marked and accounted for roussel reportedly has ) .,roussel has
444,"whether ru-486 will be as disastrous as some of the earlier fertility-control methods released to unblinking , uncritical cheers from educated people who should have known better we do not know .",we know
445,"a monthly average of 37.8 million shares in index-arbitrage trading kidder so far this year has executed , and is second only to morgan stanley in overall program trading , which index arbitrage includes .",kidder executed
446,kidder has generally been sensitive to suggestions that decisions ge makes for its kidder unit .,ge makes
447,and that the lead of kemper corp. and other institutions in trading business to securities firms that program trading do cutting off fidelity investments and other large mutual-fund companies might soon follow speculation there was yesterday .,speculation was
448,"he was sentenced to 500 hours of community service and restitution to the museum of $ 45,000 .",he sentenced
449,"valued at $ 1.3 million , it was part of a four-crate shipment .",it was
450,the art they then took to acapulco and some of it to trade for cocaine began .,they took
451,"one he painted himself in the style of john haberle and it sold as a 19th-century original to antique dealers in woodbridge , conn .",he painted
452,"mr. trotter it to take back they persuaded and , with the help of the fbi , their conversation with him taped .",they persuaded
453,"the term on its warranty is already six years or 60,000 miles ford said .",ford said
454,"the low financing rate option ford on 1989-model broncos , which a $ 750 cash discount previously carried also offered .",ford offered
455,the new offer will begin saturday and run indefinitely ford said .,ford said
456,assets of $ 2.4 billion and liabilities of $ 4 billion it recently reported .,it reported
457,"the order ltv challenged , and in june 1988 that ltv responsibility for the plans to reassume the agency improperly ordered a federal district court in new york ruled .",ltv challenged
458,"in dallas , that that the case to hear the court agreed it was disappointed because its chapter 11 proceedings the move will further delay it believes ltv said .",ltv said
459,"within two hours , over $ 400,000 viewers pledged , according to a red cross executive .",viewers pledged
460,"while tv commercials typically take weeks to produce , in the past couple of years ads to crash out in days or even hours to turn on a dime , advertisers have learned .",advertisers learned
461,its quake ad nissan created in a weekend .,nissan created
462,"but as advertisers latch onto disasters with increasing frequency , themselves hurting they risk as much as the cause helping .",they risk
463,his victory a mandate his growth-oriented economic reforms to continue and not a demand that he move further left he should consider .,he consider
464,it could point to plenty of ailments that to cure the spanish economic rejuvenation so far has failed .,it point
465,"unemployment still is officially recorded at 16.5 % , the highest rate in europe , although actual joblessness may be lower .",unemployment recorded
466,he did not go as far as he could have in tax reductions ; them he indeed combined with increases in indirect taxes .,he go
467,he now can go further .,he go
468,"more funds available for public services starved of money for six years thus making he could do public subsidies and transfers to cut , .",he do
469,the difference between a blunder and a strategy daniel ortega knows we suspect .,we suspect
470,"but a profile that selected transactions targets , rather than a blanket reporting requirement using banks may prefer .",banks prefer
471,a gaping loophole that illegal drug businesses are exploiting this has left officials believe .,officials believe
472,that in the u.s. about $ 110 billion revenues from illegal drugs total annually authorities estimate .,authorities estimate
473,"profit-taking accounted for much of the slide in otc stock prices , according to david mills , senior vice president of boston company advisers .",profit-taking accounted
474,"many portfolio managers , whose year-end bonuses are tied to annual performance , are selling now rather than their gains erode further seeing risk he said .",he said
475,talks with jaguar about possible joint ventures it has had daimler said .,daimler said
476,a new and startling picture of cancer how develops the discovery of these genes in recent months is painting scientists say .,scientists say
477,"the new class of genes tumor-suppressors , or simply anti-cancer genes scientists call .",scientists call
478,"in recent months , to believe the two types of cancer genes work in concert : proliferating cells malignant the tumor-suppressor gene only after has been damaged an oncogene may turn researchers have come .",researchers come
479,"to date , two of these cancer-suppressors scientists have fingered .",scientists fingered
480,"last spring , a gene p53 called which , if impaired , healthy colon cells cancerous turns finding researchers then reported .",researchers reported
481,"that in the eye cancer , a damaged copy of a gene an infant inherited from one parent and a normal copy from the other he theorized .",he theorized
482,a gene or genes a critical role in the cancer setting off whose loss had the missing piece contained he assumed .,he assumed
483,"by cells extracted from eye tumors analyzing , defects in the second copy of chromosome 13 they found in the exact area as in the first copy of the chromosome .",they found
484,it was the first time that the loss of both copies of the same gene could lead to the eruption of a cancer anyone had showed .,it was
485,it was an audacious claim .,it was
486,"a confusing variety of genetic deletions , some existing only in benign polyps , others in malignant cells and many in both polyps and malignant cells uncovering they began .",they began
487,it was clear that to be damaged more than one gene had for colon cancer to develop .,it was
488,they focused on chromosome 17 .,they focused
489,"that the p53 suppressor gene is involved too in other cancers , evidence now is emerging .",evidence emerging
490,"these discoveries where will lead , scientists can only speculate .",scientists speculate
491,"still , caution is advisable .",caution is
492,"the philadelphia journal , a daily tabloid , quebecor started in 1977 and it closed three years later .",quebecor started
493,"after a recent merger , it is also the only province-wide distributor of magazines and newspapers in quebec .",it is
494,57.5 % of the new subsidiary quebecor will own .,quebecor own
495,"last october , 23 canadian printing plants quebecor bought from bce inc. , a montreal telecommunications , manufacturing , energy and real estate company .",quebecor bought
496,but 35 appointed judges who are over 70 the state currently has she said .,she said
497,the strike-force lawyers will work more efficiently under the supervision of u.s. attorneys he says .,he says
498,"mr. thornburgh will be free the strike forces to disband after a $ 479 million appropriation for federal law-enforcement and drug-interdiction agencies congress approves , according to david runkel , a justice department spokesman .",congress approves
499,he says 27 lawyers have left and 21 have been hired since his plan mr. thornburgh announced .,he says
