,input,output
301,"among gold stocks , battle mountain gold co. , newmont gold co. and freeport-mcmoran gold co likes drexel .",drexel likes
302,crises larger and more dangerous to the quality of life than were 10 years ago they .,they were
303,"in my research , a paper by joseph scotto of the national cancer institute and several colleagues an 11-year decrease in uv-b radiation at eight u.s. measurement sites reporting have found i .",i found
304,"to me , the validity of the rowland-molina theory and hence the whole chlorofluorocarbons replacement effort calls this into question .",this calls
305,"amazement that a more current and credible uv-b study was undertaking no one when expressed i , to get back to the agenda topic , which was , ironically , a schedule for rid of hcfcs , the so-called soft cfcs that are such an important part of the cfc substitution scenario getting was urged i .",i urged
306,but is this almost an underground activity .,this is
307,that are such measurements a vital part of any intellectually honest evaluation of the threat posed by cfcs seems it to me .,it seems
308,"while that threatened may feel professional environmentalists recognizing , that be monitored uv-b to urge whenever i can intend i .",i intend
309,"is he a mechanical engineer , not an atmospheric chemist .",he is
310,"an unprecedented level of cooperation and communication among industry , policy makers and the scientific community world-wide will require the global environmental problems all face we solving .",we face
311,"although is it not the first company the thinner drives , which information store in personal computers to produce , is it the first with an 80-megabyte drive says miniscribe ; a 120-megabyte drive to introduce next year plans the company .",miniscribe says
312,that a recommendation to make within a few weeks on whether its own lawsuits against former company officers and directors should file miniscribe expects he added he .,he added
313,her duties of human-resources director retains she .,she retains
314,"founded by bike enthusiasts rather than businessmen , the appeal of fat-tired bikes that go almost anywhere spotted specialized and them mass-producing began in 1981 .",specialized spotted
315,"with coming 65 % of its sales from mountain bikes , to be a market leader is widely considered specialized .",specialized considered
316,"at the same time , , more structured its growth to better manage though must become it .",it become
317,"$ 750 currently costs it , though can be reduced the price within three years to between $ 200 and $ 250 thinks mr. sinyard .",it costs
318,"accessories not only sell faster than whole bikes , profit margins nearly double the 25 % to 30 % or so on sales of complete cycles also offer they .",they offer
319,"at giant bicycle inc. , rancho dominguez , calif. , have tripled sales since the u.s. mountain-bike business entered the company in 1987 .",sales tripled
320,is he a senior partner with the law firm of riordan & mckinzie and is a partner in riordan venture management .,he is
321,"about half of the financing will supply the bank loan , to be arranged by february , believes he said he .",he said
322,"was volume only 256.6 million shares , the previous 1989 low of 276.8 million shares recorded oct. 23 breaking .",volume was
323,was also down substantially from 840.8 million shares on friday turnover .,turnover was
324,"was supported the market to some extent by a firmer pound , gains on wall street and shopping by market-makers internal requirements for selected stocks in the 100-share index to cover said dealers .",dealers said
325,"were prices up across the board , with solid gains registering most blue-chip stocks .",prices were
326,"though was the market stronger , was sidelined ahead of a potential market-affecting debate in the house of commons set for tuesday fresh buying interest said dealers .",dealers said
327,"was it the most active of the 100-share index at 8.3 million shares , were traded 6.5 million of which by midday .",it was
328,ended 22 higher jaguar at 747 .,jaguar ended
329,"was drawn fresh buying into jaguar after a british television interviewer that talks with the luxury auto maker over possible joint ventures held the west german company told a senior executive of daimler-benz , the auto maker , during the weekend said dealers .",dealers said
330,"was glaxo the biggest gainer , 35 jumping to # 13.78 ( $ 21.72 ) on anticipation of a stock split next week .",glaxo was
331,"in tokyo , a second-consecutive loss had stocks monday in quiet trading with the exception of concentrated buying in some incentive-backed issues .",stocks had
332,was turnover particularly thin as waited investors for the direction for the week to set wall street said traders .,traders said
333,"closed higher stocks in hong kong , manila , seoul , sydney , taipei and wellington , but were lower in singapore .",stocks closed
334,the move welcomed investors .,investors welcomed
335,"in addition , are the moves logical because both the chemicals and textile businesses to focus more closely on core activities will allow they said courtaulds .",courtaulds said
336,was september the 10th consecutive month in which the year-earlier level to reach failed steel exports .,september was
337,"during the first hour of trading yesterday , fell as much as 1/4 point , or down about $ 2.50 for each $ 1,000 face amount prices .",prices fell
338,ended 1/2 point higher most municipal bonds said traders .,traders said
339,are determined rates by the difference between the purchase price and face value .,rates determined
340,"although held the notes at a price of 92 to 93 immediately after the reset , falling soon afterward started they .",they started
341,diminished issuance of derivative mortgage issues during the next few weeks could mean this .,this mean
342,"the pacs appeal to insurance companies and other investors because higher yields than topgrade corporate bonds have they and the guarantee of freddie mac and fannie mae , quasi-federal agencies carry .",they have
343,compared that with 49 such transactions $ 28.7 billion totaling as year earlier .,that compared
344,"in new york stock exchange composite trading , closed down 12.5 cents rymer yesterday at $ 10.875 , .",rymer closed
345,is it also likely fears that their foothold in u.s. biotechnology concerns will use the japanese certain trade and competitive advantages to gain to bolster .,it is
346,certain associated research and development costs to fund agreed then chugai .,chugai agreed
347,that until now equity positions in u.s. biotechnology companies have only acquired the japanese added he .,he added
348,"chugai has been one of the most active japanese players in u.s. biotechnology companies ; an equity investment in genetics institute inc. , cambridge , mass. , and a joint-venture agreement with upjohn co. , kalamazoo , mich has it .",it has
349,"in 1988 , net income of $ 60 million had chugai on revenue of $ 991 million .",chugai had
350,a net loss of $ 9.5 million had genprobe on revenue of $ 5.8 million .,genprobe had
351,"and , despite its image as a technology superpower , a lot of weaknesses has japan .",japan has
352,where lag they behind the japanese is in the scientific inventiveness turning into improved production .,they lag
353,"is technology one of their best bets believe they , and military know-how declassifying will even consider moscow if is the price right say some soviet officials .",they believe
354,is japan a major target for the soviets .,japan is
355,"brokers scared it , but survived most .",it scared
356,effect took it after seven years of bitter debate between the securities and exchange commission and traders and exchanges .,it took
357,active market players had become institutions in the early 1970s and exchange seats sought their own trades to handle .,institutions become
358,"for warner , , a second young partner with a finger on the pulse of the hottest trends in the music business meanwhile gives it the company .",it gives
359,"images of a nation full of trim , muscular folks conjures up this , and are couch potatoes out of season suggests .",this conjures
360,but at least show up they .,they show
361,the lanes hit three years ago he on the advice of his doctor .,he hit
362,"some difficulties with the initial lbo terms did experience we and , as clear made your article , our debt successfully restructured earlier this year , something to accomplish have yet those other retailers .",we experience
363,"when comes it ghosts to busting , are the monroe , conn. , couple perfect demons .",it comes
364,"in a public opinion poll published in the october issue of parents magazine , that known themselves to people make ghosts or spirits believe they said a third of those queried .",they believe
365,"when cools the weather , says mr. baker , often hole up hobos in abandoned houses .",hobos hole
366,but more earn survivors .,survivors earn
367,richer commissions now offers it a broker a week to lure .,it offers
368,75 openings now has the department and 625 civil engineers to hire over the next 15 months wants says he .,he says
369,burger flipping shun students for jobs tied to careers .,students shun
370,"if an economic strategy it growth and service debt to resume allowing devises brazil , it its sheltered economy to open up and deregulate could lead this , say analysts , as just has been doing argentinian president carlos saul menem though even was elected he on a populist platform .",this lead
371,might not be far off a national electricity shortage also say officials .,officials say
372,"that to be accompanied by measures the poor to shield from its recessionary effects , for instance by staple food items subsidizing would have a tough economic program say however analysts , , .",analysts say
373,"the 67-year-old mr. brizola has been vague about his intentions and often inflammatory in his rhetoric , but he probably would be pragmatic say analysts .",analysts say
374,but its insured could serve its own facilities for less if were properly equipped they says humana .,humana says
375,"when spent recently catherine bobar several weeks at the medical center of vermont with a bone infection in her toe , a room shared she just like most patients .",she shared
376,the antibiotic products to be exported to southeast asia and africa expects mitsui .,mitsui expects
377,its common distribution suspended nrm in june 1988 and the distribution on its $ 2 cumulative convertible acquisition preferred units in september .,nrm suspended
378,"in several other oil and gas partnerships that the conversion to a corporation have made in the last year following , that have diminished tax advantages for partnerships under new tax laws also noted nrm and $ 2 million a year in administrative costs would save it from the change said .",nrm noted
379,"under the plan , one share of new common stock in edisto resources corp. will receive holders of its common units for every 14.97 common units owned said nrm .",nrm said
380,"as part of the transaction , a seat on its board to give mesa , an amarillo , texas , oil and gas partnership managed by t. boone pickens jr. , agreed edisto .",edisto agreed
381,will be converted its $ 2.60 senior cumulative convertible preferred units into an equal number of shares of $ 2.60 senior cumulative convertible preferred stock of edisto said nrm .,nrm said
382,unitholders to vote on the restructuring at a meeting dec. 15 expects it said nrm .,nrm said
383,"but if are excluded reinvested dividends , only $ 340 million more than pulled out they for the month put in investors .",investors put
384,"pulled back too investors from bond funds in september , .",investors pulled
385,their assets transferred additional investors into money funds this month say analysts .,analysts say
386,"can be relieved they by that system only changing , by western money not pouring into it .",they relieved
387,their own nuances express officials letting can be educational .,officials express
388,is it in the western interest succeed mr. gorbachev to see .,it is
389,"are currently quoted seats at $ 151,000 , bid , and $ 162,000 , asked .",seats quoted
390,all defendants statistical evidence racially disproportionate application of the death penalty in the past showing to introduce would allow it .,it allow
391,and the burden would shift it to prosecutors that any statistical racial disparities caused discrimination to disprove .,it shift
392,whatever deterrent effect now has it would clearly reduce the penalty narrowing in this fashion .,it has
393,"and , in turn , the argument of those who execution under any circumstances oppose would only strengthen that .",that strengthen
394,could rule as early as today he on the motion a temporary injunction against the dow jones offer seeking .,he rule
395,that any legal authority that such an injunction would justify to cite failed the plaintiffs also contended he .,he contended
396,information about financial markets provides telerate through an electronic network .,telerate provides
397,"with the exception of august , 2.1 % when rose exports , have declined exports every month from year-earlier levels since march .",exports declined
398,the long-delayed settlement of britton vs. thomasini to hold up was going nothing .,nothing going
399,amounts that to more than $ 350 billion a year .,that amounts
400,the st. louis and toledo plants to temporarily close has had recently chrysler because of excess inventories of vehicles built there .,chrysler had
401,"the kenosha , wis. , plant acquired it american motors corp. when bought it in 1987 already has closed chrysler .",chrysler closed
402,"$ 260 million of new debt would add the plan to the highly leveraged company saying reacted cautiously revco , .",revco reacted
403,"the offer received revco oct. 20 , but a response issued yesterday after public only was made a copy of the proposal by bondholders .",revco received
404,"were sales $ 597.8 million , up 2.4 % from the previous year .",sales were
405,"up to 10 % of the equity in the reorganized company would sell acadia to creditors and bondholders in exchange for the cash distribution , but no discount would receive creditors and bondholders for their shares .",acadia sell
406,came declines because of concern that may slow down demand for copper .,declines came
407,normally depends heavily japan on the highland valley and cananea mines as well as the bougainville mine in papua new guinea .,japan depends
408,"outside the u.s. , said he , were producer stocks at the end of august 273,000 tons , down 3,000 tons from the end of july .",he said
409,"according to one analyst , opened higher prices because of reports over the weekend that , at the pan-american summit meeting in costa rica , had agreed brazil and colombia to a reduction in their coffee export quotas for the sake of a new agreement creating .",prices opened
410,"before self-employed becoming , or a cooperative setting up , permission from the local soviet ( council ) must seek workers .",workers seek
411,"is far from automatic permission : the legal right applications to turn down and conditions impose have the soviets , and these powers to be exercising appear they .",permission is
412,"but changed that following a resolution from the supreme soviet cooperatives banning from operating in some areas of the economy , and activity permitting in others only if are the cooperatives under contract to the state .",that changed
413,"in doing so , a socialist planned economy neither rejected he nor the free market embraced .",he rejected
414,"at the same time , sufficient freedom the economic benefits so desperately needed to provide must give he it .",he give
415,"within the alliance guarding against excessive control by government or abuse of its economic position by business to act as a balancing force , is supposed it , for could result either in a deterioration of its living standards ( under the new resolutions , that be closed a cooperative or be reduced its prices may demand workers councils ) .",it supposed
416,"is it possible that , in such myths perpetuating , is being laid the ground for the arrest of opposition activists on the ground of terrorism .",it is
417,that is the ratings revision unfortunate but not unexpected think we .,we think
418,"trading and other systems , services for brokerage firms , and communications-network services also provides quotron .",quotron provides
419,"and oct. 24 , the automated trading system of broker-dealer chapdelaine government securities inc will market it said quotron .",quotron said
420,"a full seven games had gone the contest , an extra $ 10 million in ad sales could have reaped abc on the seventh game alone , compared with the ad take would have received it for regular prime-time shows .",abc reaped
421,but instead decreased interest .,interest decreased
422,but waned interest as wore on the day and looked ahead investors to the release later this week of two important economic reports .,interest waned
423,but opportunities also offers it ; the weapons to supply are well poised americans .,it offers
424,"japan may be a tough market for to penetrate outsiders , and is the u.s. hopelessly behind japan in certain technologies .",outsiders penetrate
425,"but for now , at least , are americans far better at pcs and the software that them runs making .",americans are
426,the data analyze others .,others analyze
427,"information to transfer from one to the other , printouts make employees and the data enter manually .",employees make
428,"charts to transmit to branch offices , a fax machine use they .",they use
429,"but , its basic design early on offered ibm to anybody it to copy wanting .",ibm offered
430,"while are tens of thousands of software packages the ibm standard using available in the u.s. , are written only about 8,000 for nec say they .",they say
431,that those in the u.s. trail some technological advances because basic operating systems still import the japanese from american companies adds she .,she adds
432,about 15 % of the retail pc market has won it .,it won
433,"but american companies , which the market to open to try also are starting could also help it .",it help
434,little effort long made here they .,they made
435,"earlier this year , a much more powerful kanji operating system and a kanji laser printer introduced it .",it introduced
436,just last year its first machine that could run in both japanese and english and that compatibility with its american products substantially enhances selling started ibm .,ibm started
437,"is not only this because it kills the unborn , a job at which actually is it not outstandingly efficient , only 50 % to 85 % of them zapping depending on which study read you ( , taken in conjunction with the pill , the rate boosts prostaglandin to 95 % ) .",this is
438,is timing of the essence with ru-486 .,timing is
439,"is it most effective taken about a week her menstrual period after misses a woman up through the seventh week of pregnancy , when is it markedly less effective .",it is
440,is that typically about a three-week window .,that is
441,( sure slips none into the black market to make marked every pill and accounted for reportedly has roussel ) .,roussel has
442,"the government which feminists dismayed at what view they as pusillanimity in the private-sector drug industry would please also could put it into the ru-486 business , .",it put
443,"the need for our market-opening efforts for both goods and services does not relieve it , but that is it our exports of services , and not just borrowing , that our imports of goods is financing does suggest it .",it relieve
444,"a monthly average of 37.8 million shares in index-arbitrage trading so far this year has executed kidder , and is second only to morgan stanley in overall program trading , which index arbitrage includes .",kidder executed
445,"was sentenced he to 500 hours of community service and restitution to the museum of $ 45,000 .",he sentenced
446,"valued at $ 1.3 million , was it part of a four-crate shipment .",it was
447,"was reported it stolen en route to washington , d.c. , in transit in february .",it reported
448,"one painted he himself in the style of john haberle and it sold as a 19th-century original to antique dealers in woodbridge , conn .",he painted
449,"mr. trotter it to take back persuaded they and , with the help of the fbi , their conversation with him taped .",they persuaded
450,said ford the cars should return owners to dealers so can be removed the windshields and securely reinstalled .,ford said
451,"is the term on its warranty already six years or 60,000 miles said ford .",ford said
452,the option of financing as low as 6.9 % on 24-month loans will also offer it buyers said it .,it said
453,assets of $ 2.4 billion and liabilities of $ 4 billion recently reported it .,it reported
454,"in september 1987 , ltv liability and funding for the three original plans to reassume ordered it .",it ordered
455,"the order challenged ltv , and in june 1988 that ltv responsibility for the plans to reassume improperly ordered the agency ruled a federal district court in new york .",ltv challenged
456,"in dallas , that that the case to hear agreed the court was disappointed it because its chapter 11 proceedings will further delay the move believes it said ltv .",ltv said
457,another crop of instant commercials trotted out a few weeks ago they after the sudden market dip .,they trotted
458,its quake ad created nissan in a weekend .,nissan created
459,"but as latch advertisers onto disasters with increasing frequency , themselves hurting risk as much as the cause helping they .",they risk
460,the customers to woo hope they alienating by looking like opportunistic sharks chance they .,they chance
461,his victory a mandate his growth-oriented economic reforms to continue and not a demand that move further left he should consider he .,he consider
462,"if the correct path follows he , he may be able to look back on this election as the high-water mark of far-left opposition .",he follows
463,did not go as far as could have he he in tax reductions ; them indeed combined he with increases in indirect taxes .,he go
464,"more should do he tax rates on wealth and income to reduce , in recognition of the fact that higher , not lower , revenues yield those cuts .",he do
465,"more funds available for public services starved of money for six years thus making could do he public subsidies and transfers to cut , .",he do
466,traded reserves among commercial banks for overnight use in amounts of $ 1 million or more .,reserves traded
467,"are liberals the faction that a chance give peace says , ; a break should give mr. ortega them now are saying they , lest them to vote for bullets instead of bandages ask the conservatives .",liberals are
468,federal regulatory clearance for u.s. distribution to obtain is currently trying cetus .,cetus trying
469,a gaping loophole that are exploiting illegal drug businesses has left this believe officials .,officials believe
470,"accounted profit-taking for much of the slide in otc stock prices , according to david mills , senior vice president of boston company advisers .",profit-taking accounted
471,to sink further the market and a low to reach sometime next month or in december expects he .,he expects
472,its recently customary place on the otc most active list assumed jaguar as 1/4 gained its american depository receipts to 11 7/8 on volume of 1.2 million shares and the list of companies interested in the british car maker joined daimler-benz .,jaguar assumed
473,talks with jaguar about possible joint ventures has had it said daimler .,daimler said
474,a new and startling picture of how develops cancer is painting the discovery of these genes in recent months say scientists .,scientists say
475,"in recent months , to believe work the two types of cancer genes in concert : proliferating cells malignant only after has been damaged the tumor-suppressor gene may turn an oncogene have come researchers .",researchers come
476,"because of the isolation of the retinoblastoma tumor-suppressor gene , possible what threat faced the quinlan baby to find out became it last january .",it became
477,"last spring , a gene p53 called which , if impaired , healthy colon cells cancerous turns finding then reported researchers .",researchers reported
478,about seven candidates have they .,they have
479,"that in the eye cancer , a damaged copy of a gene inherited an infant from one parent and a normal copy from the other theorized he .",he theorized
480,under a microscope that was a bit of chromosome 13 missing could actually see he .,he see
481,was it the first time that could lead the loss of both copies of the same gene to the eruption of a cancer had showed anyone .,it was
482,"a confusing variety of genetic deletions , some existing only in benign polyps , others in malignant cells and many in both polyps and malignant cells uncovering began they .",they began
483,was it clear that to be damaged had more than one gene for to develop colon cancer .,it was
484,focused they on chromosome 17 .,they focused
485,"it when found they last winter , was dr. vogelstein dubious that was over the search .",they found
486,"that is involved too the p53 suppressor gene in other cancers , now is emerging evidence .",evidence emerging
487,"where will lead these discoveries , can only speculate scientists .",scientists speculate
488,"still , is caution advisable .",caution is
489,late yesterday a $ 3.8 million stock buy-back program announced michael .,michael announced
490,"vertical integration already has achieved he on a limited scale : a weekly newspaper can put quebecor on almost any quebec doorstep without outside help using , from the tree chopping down the newsprint to making it to flinging up onto the porch .",he achieved
491,"the philadelphia journal , a daily tabloid , started quebecor in 1977 and it closed three years later .",quebecor started
492,61 plants from coast to coast and $ 1.5 billion in annual sales will have it .,it have
493,"last october , 23 canadian printing plants bought quebecor from bce inc. , a montreal telecommunications , manufacturing , energy and real estate company .",quebecor bought
494,will work more efficiently the strike-force lawyers under the supervision of u.s. attorneys says he .,he says
495,"mr. thornburgh will be free the strike forces to disband after a $ 479 million appropriation for federal law-enforcement and drug-interdiction agencies approves congress , according to david runkel , a justice department spokesman .",congress approves
496,says he have left 27 lawyers and have been hired 21 since his plan announced mr. thornburgh .,he says
497,"yesterday , in documents filed in connection with that case , sony officials accused warner of that the five-year contract the two producers movies to make exclusively for columbia requiring never read they falsely claiming , securities and exchange commission filings made by sony that the contracts described citing .",warner accused
498,"was referring warner to documents filed last week in which mr. guber and mr. peters had taken they at their word them that getting out of the contract would be no problem because of a previous oral agreement when told the producers said sony corp. of america vice chairman michael schulof and walter yetnikoff , president of its cbs records unit , .",warner referring
499,"last week a new , $ 10-a-share offer for the woodland hills , calif.-based computer printer maker launched dpc .",dpc launched
